ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Street_Name,Street_Side,County,Zipcode,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-822566,2,2021-12-01 18:44:10,2021-12-01 19:59:10,32.997446999999994,-96.807953,32.997543,-96.805533,0.14, Covehaven Dr,L,Collin,75252-4936,KADS,2021-12-01 18:47:00,63.0,63.0,52.0,29.4,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-833281,2,2021-11-24 03:09:27,2021-11-24 04:24:27,32.987932,-96.790817,32.98777800000001,-96.791215,0.025, McCallum Blvd,L,Collin,75252-5928,KADS,2021-11-24 03:15:00,55.0,55.0,79.0,29.32,10.0,S,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-839773,2,2021-11-25 14:10:51,2021-11-25 15:25:51,32.997431,-96.843384,32.997341,-96.843774,0.023, Frankford Rd,L,Collin,75287-6607,KADS,2021-11-25 13:47:00,57.0,57.0,31.0,29.65,10.0,N,23.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-845254,2,2021-05-06 18:20:50.000000000,2021-05-06 19:35:50.000000000,33.011239,-96.839777,33.011231,-96.838804,0.0559999999999999, Rosemeade Pkwy,L,Collin,75287,KADS,2021-05-06 18:47:00,81.0,81.0,34.0,29.45,10.0,NE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-851522,2,2021-11-15 14:29:07,2021-11-15 15:44:07,32.990084,-96.806977,32.990757,-96.807043,0.047, Campbell Rd,L,Collin,75252,KADS,2021-11-15 14:47:00,79.0,79.0,54.0,29.35,13.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-882224,2,2021-06-22 20:30:42,2021-06-22 22:06:42,33.01096,-96.829261,32.997613,-96.829348,0.922,Dallas North Tollway S,R,Collin,75287,KADS,2021-06-22 20:47:00,81.0,81.0,58.0,29.24,10.0,SSE,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-883314,2,2021-09-14 07:55:00,2021-09-14 09:02:00,32.99729,-96.82935,32.938778000000006,-96.822083,4.065,Dallas North Tollway S,R,Collin,75287,KADS,2021-09-14 07:47:00,75.0,75.0,78.0,29.29,10.0,NE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-884572,2,2021-03-19 11:31:35,2021-03-19 16:28:12,32.9927,-96.829661,32.948424,-96.823429,3.08, Dallas Pkwy,L,Collin,75287-6816,KADS,2021-03-19 11:47:00,54.0,54.0,51.0,29.69,13.0,N,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-898444,2,2021-09-02 16:45:01,2021-09-02 18:03:37,32.99759,-96.772655,32.997591,-96.772542,0.0069999999999999, Frankford Rd,R,Collin,75252,KADS,2021-09-02 16:47:00,95.0,95.0,41.0,29.19,10.0,SSE,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-909881,2,2021-10-22 15:22:46.000000000,2021-10-22 17:54:08.000000000,32.99009,-96.829224,32.944734999999994,-96.823072,3.154,Dallas North Tollway S,R,Collin,75287,KADS,2021-10-22 15:47:00,84.0,84.0,40.0,29.3,13.0,S,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-913144,2,2021-05-31 13:07:02,2021-05-31 13:52:10,32.987463,-96.828508,32.973236,-96.821722,1.0590000000000002,Dallas North Tollway S,R,Collin,75287,KADS,2021-05-31 12:47:00,68.0,68.0,94.0,29.4,7.0,ESE,12.0,0.0,Light Drizzle,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-922156,2,2021-09-14 17:13:45,2021-09-14 17:54:30,32.988436,-96.828162,32.99745,-96.82903,0.625, Dallas Pkwy,R,Collin,75287-7300,KADS,2021-09-14 16:47:00,82.0,82.0,58.0,29.21,13.0,ESE,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-936820,2,2021-10-06 17:05:15,2021-10-06 18:20:15,32.997613,-96.829348,32.997291,-96.82935,0.022,Dallas North Tollway S,R,Collin,75287,KADS,2021-10-06 16:47:00,84.0,84.0,23.0,29.31,10.0,N,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-939102,2,2021-10-26 15:13:24,2021-10-26 16:29:26,32.990111,-96.801827,32.989465,-96.802155,0.049,Summerside Dr,R,Collin,75252,KADS,2021-10-26 14:47:00,84.0,84.0,55.0,29.06,10.0,SSE,16.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-942027,2,2021-05-03 12:22:56,2021-05-03 14:00:28,32.992843,-96.784681,32.991875,-96.78469,0.067,Sawmill Rd,R,Collin,75252,KADS,2021-05-03 12:47:00,86.0,86.0,58.0,28.89,10.0,S,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-945861,2,2021-09-13 21:13:50,2021-09-13 22:28:50,33.004944,-96.80364,33.006473,-96.802649,0.12, Mapletree Ln,R,Collin,75252-2325,KADS,2021-09-13 20:47:00,82.0,82.0,51.0,29.29,13.0,SE,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-952203,2,2021-12-10 17:48:45,2021-12-10 18:34:40,32.994378000000005,-96.76791,32.987848,-96.76822,0.452,Osage Plaza Pkwy,R,Collin,75252,KADS,2021-12-10 17:53:00,77.0,77.0,61.0,28.95,13.0,S,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-969354,2,2021-09-27 07:42:59.000000000,2021-09-27 08:57:59.000000000,32.995866,-96.829385,32.978169,-96.827144,1.23,Dallas North Tollway S,R,Collin,75287,KADS,2021-09-27 07:47:00,66.0,66.0,73.0,29.33,13.0,SE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-981091,2,2021-11-30 13:39:53,2021-11-30 14:54:53,33.007314,-96.830356,33.007267,-96.829096,0.073, Haverwood Ln,R,Collin,75287,KADS,2021-11-30 12:47:00,72.0,72.0,41.0,29.37,13.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-987054,2,2021-09-20 15:39:16,2021-09-20 16:54:16,32.987889,-96.783977,32.98789,-96.783835,0.008,Hillcrest Rd,R,Collin,75252,KADS,2021-09-20 15:47:00,100.0,100.0,27.0,29.1,13.0,SSW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1000378,2,2021-12-09 07:42:46,2021-12-09 08:57:46,32.997547,-96.767741,32.997671000000004,-96.767737,0.009, Coit Rd,R,Collin,75252,KADS,2021-12-09 07:47:00,64.0,64.0,83.0,29.16,10.0,SSW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1003637,2,2021-12-18 19:33:58.000000000,2021-12-18 20:48:58.000000000,33.010005,-96.829689,33.009898,-96.829673,0.0069999999999999,Dallas Pkwy,R,Collin,75287,KADS,2021-12-18 19:47:00,46.0,39.0,50.0,29.57,10.0,N,18.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1006633,2,2021-06-08 06:51:00,2021-06-08 07:25:00,32.993885,-96.829365,32.972825,-96.821605,1.523,Dallas North Tollway S,R,Collin,75287,KADS,2021-06-08 06:53:00,75.0,75.0,94.0,29.24,2.0,SSW,6.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1021522,2,2021-06-29 07:04:30,2021-06-29 08:06:00,33.002927,-96.829244,32.968691,-96.821561,2.407,Dallas North Tollway S,R,Collin,75287,KADS,2021-06-29 06:47:00,75.0,75.0,89.0,29.36,10.0,SSE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1021523,2,2021-05-17 07:05:00,2021-05-17 12:11:30,32.993885,-96.829365,32.972825,-96.821605,1.523,Dallas North Tollway S,R,Collin,75287,KADS,2021-05-17 06:47:00,70.0,70.0,88.0,29.21,10.0,S,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1025994,2,2021-11-30 13:09:53,2021-11-30 14:24:53,32.999035,-96.82473,32.998915000000004,-96.82468,0.009, Frankford Rd,L,Collin,75287-5302,KADS,2021-11-30 12:47:00,72.0,72.0,41.0,29.37,13.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1026536,2,2021-12-12 03:49:54,2021-12-12 05:04:54,32.990239,-96.829106,32.990367,-96.829145,0.009, Trinity Mills Rd,R,Collin,75287-7005,KADS,2021-12-12 03:35:00,34.0,34.0,77.0,29.62,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1033238,2,2021-07-04 19:51:30,2021-07-04 20:39:30,32.993885,-96.829365,32.972825,-96.821605,1.523,Dallas North Tollway S,R,Collin,75287,KADS,2021-07-04 19:47:00,84.0,84.0,51.0,29.24,13.0,ESE,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1035999,2,2021-12-01 17:08:27,2021-12-01 17:45:24,32.988436,-96.828162,32.99745,-96.82903,0.625, Dallas Pkwy,R,Collin,75287-7300,KADS,2021-12-01 16:47:00,72.0,72.0,35.0,29.38,13.0,NNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1048839,2,2021-12-10 12:10:54,2021-12-10 13:27:59,33.002656,-96.784785,33.002329,-96.784967,0.025, Hillcrest Rd,L,Collin,75252,KADS,2021-12-10 11:47:00,77.0,77.0,65.0,29.02,10.0,S,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1049065,2,2021-10-26 21:00:20,2021-10-26 22:15:20,32.998197999999995,-96.805524,32.998058,-96.805529,0.01, Campbell Rd,R,Collin,75252,KADS,2021-10-26 20:47:00,79.0,79.0,74.0,28.98,10.0,SSE,17.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1056996,2,2021-12-24 12:42:30,2021-12-24 13:06:30,32.999946,-96.827561,32.99995,-96.825356,0.128, Old Bent Tree Ln,R,Collin,75287,KADS,2021-12-24 12:55:00,77.0,77.0,50.0,29.09,13.0,S,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1056997,2,2021-05-01 21:08:08,2021-05-01 23:06:50,32.999924,-96.82893,32.999938,-96.828086,0.049, Old Bent Tree Ln,L,Collin,75287,KADS,2021-05-01 20:47:00,68.0,68.0,83.0,29.14,10.0,E,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1087427,2,2021-12-07 20:07:03,2021-12-07 22:12:41,32.990432,-96.828864,32.99074,-96.828927,0.022,Trinity Mills Rd,R,Collin,75287,KADS,2021-12-07 20:15:00,51.0,51.0,61.0,29.31,10.0,NE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1096657,2,2021-10-22 10:24:52,2021-10-22 11:39:52,33.006431,-96.843316,33.00752,-96.843328,0.075, Briarbend Rd,L,Collin,75287-3977,KADS,2021-10-22 09:57:00,68.0,68.0,40.0,29.44,10.0,ESE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1096658,2,2021-08-11 13:04:09,2021-08-11 14:19:09,33.00397,-96.843351,33.004813,-96.843336,0.0579999999999999, Timberglen Rd,L,Collin,75287-5035,KADS,2021-08-11 12:47:00,91.0,91.0,46.0,29.36,13.0,SSW,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1104585,2,2021-11-05 22:32:06,2021-11-05 23:51:22,32.99767,-96.78125,32.997657000000004,-96.779238,0.1169999999999999, Meandering Way,R,Collin,75252,KADS,2021-11-05 22:35:00,50.0,48.0,67.0,29.55,10.0,ESE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1105914,2,2021-08-01 20:34:42,2021-08-01 21:49:42,32.991788,-96.829249,32.992839000000004,-96.829251,0.073,Dallas North Tollway N,R,Collin,75287,KADS,2021-08-01 20:50:00,77.0,77.0,89.0,29.35,10.0,WNW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1115520,2,2021-09-16 13:54:00,2021-09-16 14:20:00,32.994894,-96.829655,32.992134,-96.829661,0.191, Dallas Pkwy,L,Collin,75287-7106,KADS,2021-09-16 13:47:00,88.0,88.0,46.0,29.23,13.0,E,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1118008,2,2021-04-22 20:17:35,2021-04-22 21:32:35,32.99745,-96.82903,32.997953,-96.826427,0.155, Dallas Pkwy,R,Collin,75287-7105,KADS,2021-04-22 19:47:00,63.0,63.0,45.0,29.29,13.0,SE,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-1130673,2,2021-08-30 19:18:37,2021-08-30 20:33:38,32.987324,-96.803214,32.986973,-96.803393,0.026, Preston Rd,R,Collin,75252,KADS,2021-08-30 19:47:00,91.0,91.0,43.0,29.07,13.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1133345,2,2021-11-09 16:53:01,2021-11-09 17:17:03,32.99742,-96.832984,32.997449,-96.829539,0.2, Frankford Rd,L,Collin,75287,KADS,2021-11-09 16:47:00,73.0,73.0,61.0,29.39,10.0,S,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1135237,2,2021-06-08 06:51:00,2021-06-08 07:25:00,32.989568,-96.828992,32.968691,-96.821561,1.505,Dallas North Tollway S,R,Collin,75287,KADS,2021-06-08 06:53:00,75.0,75.0,94.0,29.24,2.0,SSW,6.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1139285,2,2021-12-16 10:11:04,2021-12-16 11:27:59,32.990441,-96.801667,32.990111,-96.801827,0.025, Preston Rd,L,Collin,75252-5729,KADS,2021-12-16 09:52:00,73.0,73.0,78.0,29.34,13.0,SW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1142414,2,2021-12-10 10:03:31,2021-12-10 11:18:31,33.009701,-96.795361,33.010187,-96.795549,0.035, Preston Rd,L,Collin,75252-2441,KADS,2021-12-10 10:47:00,77.0,77.0,69.0,29.06,10.0,S,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1142471,2,2021-07-01 18:12:36,2021-07-01 19:30:20,32.997846,-96.784605,32.997707,-96.784609,0.01,Hillcrest Rd,R,Collin,75252,KADS,2021-07-01 17:47:00,95.0,95.0,39.0,29.21,10.0,SSW,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1158392,2,2021-11-03 00:09:01,2021-11-03 01:24:01,32.99767,-96.78125,32.997135,-96.781227,0.037, Meandering Way,R,Collin,75252,KADS,2021-11-03 00:15:00,48.0,44.0,100.0,29.55,10.0,ENE,8.0,0.01,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1162214,2,2021-07-06 18:37:13,2021-07-06 20:13:13,33.005415,-96.818467,33.005679,-96.818685,0.022, Gatesworth Ln,L,Collin,75287-5434,KADS,2021-07-06 18:47:00,90.0,90.0,46.0,29.22,10.0,SE,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1167475,2,2021-06-16 11:44:16.000000000,2021-06-16 12:59:16.000000000,32.988692,-96.776249,32.98996,-96.77665,0.091, Frank Jackson Dr,R,Collin,75252-8132,KADS,2021-06-16 11:47:00,90.0,90.0,40.0,29.36,13.0,S,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1169756,2,2021-08-16 16:53:23,2021-08-16 17:17:38,33.010187,-96.795549,33.004666,-96.795653,0.382, Lloyd Cir,R,Collin,75252,KADS,2021-08-16 16:52:00,86.0,86.0,58.0,29.19,10.0,ENE,15.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1169758,2,2021-04-01 08:03:07,2021-04-01 09:18:07,32.993885,-96.829365,32.972825,-96.821605,1.523,Dallas North Tollway S,R,Collin,75287,KADS,2021-04-01 07:47:00,46.0,43.0,40.0,29.83,13.0,ENE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1172776,2,2021-11-26 20:10:36,2021-11-26 21:25:36,33.003531,-96.824826,33.004085,-96.8248,0.038, Timberglen Rd,R,Collin,75287-5215,KADS,2021-11-26 20:15:00,44.0,40.0,54.0,29.49,10.0,SSE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1183478,2,2021-09-22 09:03:32.000000000,2021-09-22 10:20:07.000000000,32.987889,-96.783977,32.987069,-96.784001,0.057,Hillcrest Rd,R,Collin,75252,KADS,2021-09-22 08:47:00,66.0,66.0,46.0,29.65,13.0,N,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1192195,2,2021-09-22 08:34:48.000000000,2021-09-22 09:49:48.000000000,32.997378999999995,-96.838835,32.997431,-96.832628,0.36, Frankford Rd,L,Collin,75287-6606,KADS,2021-09-22 08:47:00,66.0,66.0,46.0,29.65,13.0,N,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1192666,2,2021-12-01 17:08:27,2021-12-01 17:36:56,32.989684999999994,-96.828581,32.99745,-96.82903,0.537,Dallas Pkwy,R,Collin,75287,KADS,2021-12-01 16:47:00,72.0,72.0,35.0,29.38,13.0,NNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1202694,2,2021-07-02 23:29:59,2021-07-03 01:27:46,33.004465,-96.783753,33.003748,-96.784174,0.055, Hillcrest Rd,L,Collin,75252,KADS,2021-07-02 23:35:00,80.0,80.0,75.0,29.3,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1202871,2,2021-09-07 11:09:37,2021-09-07 12:24:37,33.00385900000001,-96.839625,33.00412,-96.83695,0.156, Park Grove Ln,R,Collin,75287-3967,KADS,2021-09-07 10:47:00,86.0,86.0,37.0,29.31,13.0,S,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1206746,2,2021-11-16 17:49:03.000000000,2021-11-16 19:04:04.000000000,32.996713,-96.805553,32.997543,-96.805533,0.057, Twin Brooks Dr,R,Collin,75252-4931,KADS,2021-11-16 17:47:00,75.0,75.0,57.0,29.17,13.0,S,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1232584,2,2021-08-16 07:29:37,2021-08-16 08:44:37,32.999727,-96.838452,33.000456,-96.838274,0.051, Joshua Ln,R,Collin,75287-5013,KADS,2021-08-16 07:51:00,77.0,77.0,83.0,29.28,13.0,E,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1235698,2,2021-11-09 08:41:00,2021-11-09 09:06:30,32.99742,-96.832984,32.99745,-96.82903,0.2289999999999999, Frankford Rd,L,Collin,75287,KADS,2021-11-09 08:56:00,63.0,63.0,82.0,29.52,10.0,S,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1242176,2,2021-10-27 03:50:42,2021-10-27 05:05:42,33.010005,-96.829689,33.010005,-96.830983,0.075,Dallas Pkwy,R,Collin,75287,KADS,2021-10-27 03:55:00,61.0,61.0,97.0,29.0,2.0,W,14.0,0.11,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1253177,2,2021-12-24 12:06:20,2021-12-24 13:23:40,32.99995,-96.825356,32.999955,-96.82484,0.03, Old Bent Tree Ln,R,Collin,75287-7113,KADS,2021-12-24 11:47:00,73.0,73.0,61.0,29.14,13.0,S,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1257224,2,2021-10-22 15:22:46,2021-10-22 17:54:08,32.992869,-96.829403,32.947086,-96.823416,3.182,Dallas North Tollway S,R,Collin,75287,KADS,2021-10-22 15:47:00,84.0,84.0,40.0,29.3,13.0,S,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1270225,2,2021-11-06 20:18:36,2021-11-06 21:33:36,32.99758,-96.831898,32.998458,-96.832961,0.086, Frankford Rd,L,Collin,75287-6824,KADS,2021-11-06 20:47:00,59.0,59.0,51.0,29.51,10.0,ESE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1276953,2,2021-11-14 18:05:59.000000000,2021-11-14 19:26:08.000000000,32.989956,-96.831265,32.989939,-96.830854,0.024, Trinity Mills Rd,R,Collin,75287-7003,KADS,2021-11-14 17:49:00,64.0,64.0,42.0,29.41,13.0,ESE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1278114,2,2021-11-15 18:23:11,2021-11-15 19:38:11,32.998914,-96.824693,32.999016999999995,-96.824043,0.038, Frankford Rd,L,Collin,75287,KADS,2021-11-15 17:47:00,72.0,72.0,57.0,29.33,13.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-1299051,2,2021-10-21 19:01:19.000000000,2021-10-21 20:16:19.000000000,32.98792,-96.768086,32.987922999999995,-96.768227,0.008, Coit Rd,R,Collin,75252,KADS,2021-10-21 18:47:00,79.0,79.0,26.0,29.41,13.0,E,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-1301979,2,2021-11-29 03:02:32,2021-11-29 04:17:32,32.990419,-96.829318,32.990201,-96.829259,0.015,Dallas North Tollway S,R,Collin,75287,KADS,2021-11-29 02:55:00,43.0,43.0,86.0,29.52,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1306388,2,2021-08-21 23:59:47,2021-08-22 01:14:47,32.999747,-96.821315,32.999757,-96.817986,0.193, Ambergate Ln,L,Collin,75287-5406,KADS,2021-08-21 23:55:00,86.0,86.0,61.0,29.28,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1317133,2,2021-12-15 20:19:51,2021-12-15 21:36:44,32.99758,-96.831898,32.99756,-96.832705,0.047, Frankford Rd,L,Collin,75287-6824,KADS,2021-12-15 20:15:00,73.0,73.0,72.0,29.22,10.0,S,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1322521,2,2021-07-29 16:01:19,2021-07-29 18:31:29,32.997291,-96.82935,32.948998,-96.823445,3.354,Dallas North Tollway S,R,Collin,75287,KADS,2021-07-29 15:47:00,97.0,97.0,39.0,29.33,10.0,E,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1323060,2,2021-04-21 18:25:18,2021-04-21 20:23:48,32.998182,-96.802922,32.99819,-96.804249,0.077, Gallery Dr,L,Collin,75252,KADS,2021-04-21 18:50:00,59.0,59.0,29.0,29.47,13.0,ENE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1333241,2,2021-10-11 06:02:38,2021-10-11 07:17:38,33.003559,-96.828899,33.004012,-96.828901,0.031, Dallas Pkwy,R,Collin,75287-4173,KADS,2021-10-11 05:47:00,61.0,61.0,77.0,29.14,10.0,WNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1333242,2,2021-07-26 21:29:56,2021-07-26 22:46:59,33.007269,-96.824798,33.008578,-96.824844,0.09, Haverwood Ln,R,Collin,75287-4311,KADS,2021-07-26 18:47:00,97.0,97.0,39.0,29.2,10.0,SE,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Day,Day
A-1341244,2,2021-11-12 15:04:39.000000000,2021-11-12 16:19:39.000000000,32.999072,-96.817913,32.999204,-96.817915,0.009,Stonehollow Way,R,Collin,75287,KADS,2021-11-12 14:49:00,66.0,66.0,24.0,29.49,10.0,NNW,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1360643,2,2021-07-30 17:18:46.000000000,2021-07-30 19:57:48.000000000,32.993871,-96.799781,32.998387,-96.797568,0.337, Preston Rd,R,Collin,75252-5736,KADS,2021-07-30 17:47:00,97.0,97.0,37.0,29.32,10.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1363445,2,2021-08-05 16:39:55,2021-08-05 17:56:17,32.990868,-96.843764,32.992684999999994,-96.843745,0.126, Midway Rd,L,Collin,75287,KADS,2021-08-05 16:47:00,91.0,91.0,41.0,29.33,10.0,SE,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1366958,2,2021-12-03 17:02:11,2021-12-03 18:17:11,32.991585,-96.800915,32.993189,-96.800116,0.12, Preston Rd,R,Collin,75252-5734,KADS,2021-12-03 16:51:00,73.0,73.0,65.0,29.24,10.0,ESE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1372191,2,2021-06-18 23:49:12,2021-06-19 01:49:09,32.99803,-96.801448,32.998138,-96.799967,0.086, Sunmeadow Dr,R,Collin,75252,KADS,2021-06-18 23:55:00,81.0,81.0,56.0,29.25,10.0,SE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
